,별점,주문메뉴,리뷰,사진
0,5,"['마라탕', '토핑 추가 선택(중화당', '대하 1', '푸', '감', '쭈꾸미꼬치 1개)', '토마토계란덮밥']",맛있어요오오오오오오오오옹,['https://rev-static.yogiyo.co.kr/532b1f91f3ba8a04ff4bc7c7865716c6_tn.jpg']
1,5,"['꿔바로우', '마라탕', '토핑 추가 선택(청경', '숙', '넙적당', '중화당면)']",맛있어요 ㅎㅎ 마라탕에 추가 안 한 재료도 듬뿍 넣어주시구 꿔바로우도 계속계속 바삭해서 좋아요!,[]
