,별점,주문메뉴,리뷰,사진
0,5,['비빔냉면'],1그릇 주문인데도 빠르게 왔음. 맛있음.,"['https://rev-static.yogiyo.co.kr/0d4c929f7e7aa6f60bfe54202cb397e7_tn.jpg', 'https://rev-static.yogiyo.co.kr/5c2870a1532ab1af932e8bd6b84216ea_tn.jpg']"
1,3,"['물냉면', '왕만두']",면에서 좀 세재맛? 비린맛? 같은게 나요 만두는 맛났어요,[]
2,1,"['비빔냉면', '숯불갈비찐만두']",만두는 먹을만함냉면은 ...,['https://rev-static.yogiyo.co.kr/5176d5e5898b0801e160d25c1d4ce8ce_tn.jpg']
