,별점,주문메뉴,리뷰,사진
0,5,['매콤 코다리 조림'],"양도 , 맛도 , 중독 될 것 같아요 ..^^ 추천 해도 욕 안먹을 것 같아요 ^^",[]
1,5,['매콤 코다리 조림'],사장님 감서합니다..콩나물 양이이 ^^ 조금만 더 주셔도 됐는데 ^^,"['https://rev-static.yogiyo.co.kr/e637bf172991442238f08904e8d86cb7_tn.jpg', 'https://rev-static.yogiyo.co.kr/e357266e237bcdecdd0c31f8e4d1f37b_tn.jpg']"
