,별점,주문메뉴,리뷰,사진
0,1,[],크기는 큰데 맛이 쓰레기에요,[]
1,5,[],마싯게양푸짐하게 잘머것숩니다:-)!!!!!애용하께영,[]
2,1,['불갈비'],37000원이나하는 대자 깐쇼새우가 다른곳 중자사이즈 같네요가격값만이라도 했으면...,[]
3,5,['하와이안 피자（18inch）'],좋아해요너무 너무 좋아해요,"['https://rev-static.yogiyo.co.kr/c715433cecec610591934396808dd82c_tn.jpg', 'https://rev-static.yogiyo.co.kr/3554c7b5a908a80d8b994c9e24dc6c27_tn.jpg']"
4,5,['하와이안 피자（18inch）'],좋아해요 너무너무 좋아해요,[]
